,review,date,score,helpful,number_of_reviews,number_of_ratings,average_user_score
72,"This game is an 8 but because it looks like they finally listen and there is a lot of pointless 0 i am going to give them a 10 , I hope they continue down this path and continue improving the franchise , they need to put more effort in the graphics , i love the style but there is a lot of graphical problems , also make the world feel more alive with more interactive pokemon and npcs , also i want to see more dungeons and caves more moves and see how they improve the battle system more",05-Feb-22,10,0.4,4,10,8.9
73,"This is easily one of the best pokemon games released in years, highly recommend to anyone.",31-Jan-22,10,0.777777778,4,7,6.1
74,"The gameplay itself is so addictive, innovative and good, that I rate it 15/10.This equalizes the downsides of the graphics that are only sometimes bad. In general graphics are actually good and similar to Breath of the Wild.Sound is good, e.g. echoes in caves and different great music in situation like nearby strong enemies. Finally I can love Pokemon again. All last 4 games before were bad, finally a masterpiece. The game mechanics itself are fun enough to keep you playing",31-Jan-22,10,0.75,6,6,6.8
75,Sem sombra de dÃºvidas a melhor aventura de PokÃ©mon desde a era Game Boy. Vale a pena curtir e jogar o jogo em todas as missÃµes e sidequests. Vale umas 80h tranquilamente,20-Feb-22,10,0,5,5,5
76,Easily the best PokÃ©mon game that has come from GameFreak! All the new mechanics work and flow really nicely. Yes the graphics aren?t amazing but for what they are they are good.,03-Feb-22,10,0.428571429,3,4,0
77,The evolution the franchise needed. Hope the next game follows the same path as this one.,31-Jan-22,10,0.8,2,2,0
78,I am absolutely addicted. Fantastic shake up to the formula and the best PokÃ©mon experience by far to date.,29-Jan-22,10,0.790322581,3,3,0
79,Questo gioco e fantastico e rivoluzionario e ciÃ² che sempre desiderato e sperato,29-Jan-22,10,0.728571429,5,5,10
80,"The most entertaining PokÃ©mon game ever. There's so much done right that can make me forgive the one big problem, the underwhelming graphics.Other than that, it's a perfect game.",29-Jan-22,10,0.827586207,2,2,0
81,"It was a very very bold move of Game Freak in changing the entire formula of a succesful franchise like PokÃ©mon. I believe this is just the begining of a new generation of PokÃ©mon games, and I'm so happy to be a part of this. The game is awesome, fun and beautiful. Don't listen to the haters, some are just graphics weebs or people who doesn't like good changes. Enjoy this adventure!!",30-Jan-22,10,0.813953488,10,14,7.6
82,The best pokemon game I've ever played. The innovations in the game are very successful. Gamefreak has shown us what he can do whenever he wants.,31-Jan-22,10,0.785714286,1,3,0
83,"El juego me encanta. Pensaba que iba a ser un aburrimiento solo capturar pokemon, pero siento la emociÃ³n y los nervios para atrapar al que querÃ­a y huir de los pokemon alfas. Me encanta el ambiente, el mundo, los personajes, el crafteo, la nueva pokedex, el sistema de captura... El aspecto grÃ¡fico es mejorable, y si llega a estar a la altura del ZBOTW serÃ­a un juegazo nunca visto. Pese a todo esto, el juego es adictivo y te engancha desde el primer momento. No sÃ© como harÃ¡n los siguientes juegos, pero espero que tengan en cuenta todo lo que han metido en el Arceus y no den un paso atrÃ¡s.",30-Jan-22,10,0.8,21,21,9.8
84,"A total step in the right direction. The game is not perfect, but as a first iteration in something new it comes as close as it can. I haven't been this engrossed in a Pokemon game to where I'll spend many hours at once playing in quite a long time.",30-Jan-22,10,0.8,4,5,8.8
85,"The graphics are not great. Aside from that, this is one of the most enjoyable Pokemon games I've ever played. It might be THE most enjoyable. People are really giving it zero just because they don't like the graphics or the new forms.",29-Jan-22,10,0.796610169,4,5,9.3
86,I?ve been tired of PokÃ©mon games for a few years now but I loved this game from start to finish. This was the perfect blend of nostalgia and innovation. It?s not perfect but it was a huge step in the right direction. I hope this will continue to be the new style of games that game freak makes because if it is I?ll be there day one for all their new games.,01-Feb-22,10,0.8,7,43,4.6
87,Game is an 8 but because it is the best of the series it gets a 10 in my book lol.,30-Jan-22,10,0.8,5,5,7.6
88,Best PokÃ©mon game since PokÃ©mon black and white. I like the new action and stealth elements in the game.,01-Feb-22,10,0.75,3,5,0
89,"Muy buen juego, jugadlo y despues hablais. Este pokemon se merece cualquier elogio que se le dedique.",29-Jan-22,10,0.807017544,4,9,9.9
90,"Me encanta, no habÃ­a jugado PokÃ©mon desde Gold & Silver y lo poco que llevo del juego lo estoy disfrutando bastante.",29-Jan-22,10,0.810344828,22,24,9.3
91,"Mejores dinÃ¡micas, y es una buena evoluciÃ³n para la franquicia ojalÃ¡ mejoren los grÃ¡ficos y mantengan las nuevas dinÃ¡micas",31-Jan-22,10,0.8,1,2,0
92,"Probably the best PokÃ©mon switch game yet, definitely the most fun! Anyone who is complaining about graphics or lack of PokÃ©mon need to see this as the best jump forward for the video game franchise. Brilliant",06-Feb-22,10,0.6,3,3,0
93,"Great stepping stone for the franchise, hopefully gen 9 builds on this! Everything in the world is so seamless and fun that you can sink endless hours.",30-Jan-22,10,0.787878788,7,27,7.8
94,"Best PokÃ©mon I've ever played, no doubt, I mean seriously, this is the change that pokemon needed.",29-Jan-22,10,0.810344828,3,3,0
95,"Los grÃ¡ficos estÃ¡n mal, pero no eso no quita que sea un buen juego.Tras pasÃ¡rmelo y ya en el postgame actualmente . Me ha encantado. Destaco la nueva mecÃ¡nica de captura, que es bastante adictiva y entretenida, y lo vivos que estÃ¡n los PokÃ©mon. Atacandote y protegiÃ©ndose en manadas cada ves que vas a por un poke. Otra cosa que destaco es la dificultad del juego. Me lleve una sorpresa. Llegue al final del juego con 10 niveles.El juego me ha encantado y lo recomiendo sin duda.",02-Feb-22,10,0.6,5,5,7
96,"An incredible game, this was what pokemon lacked! It's funnyAn incredible game, this was what pokemon lacked! It's interesting and funny, I really liked it a lot, I really like it a lot",29-Jan-22,10,0.774193548,5,5,10
97,"This game is what Pokemon nedeed for the future, PLEASE DO NOT BE A ONE OFF",02-Feb-22,10,0.428571429,1,7,10
98,The best Pokemon game yet. Definitely worth the time and money investment. It is definitely a step up for the developers at Game Freak. I look forward to what they'll bring us in the future. They should be very proud of this entry into Pokemon canon.,02-Feb-22,10,0.75,10,10,8.8
99,"muito bÃ£o, mas muito bÃ£o mesmo isso sim very good is forever now game its play nice camon inthe game very well in the world chapion easy boy is definitive game note maxima inthe game family",13-Feb-22,10,0,31,34,6.8
100,"Este juego es absolutamente renovador, tiene algunos detalles a mi parecer en cuanto a la dinÃ¡mica, por ejemplo para moverse entre zonas no te da opciÃ³n de ir libremente sino que hablas con el personaje de salida, le indicas la zona y en automÃ¡tico llegas. Como es un juego que te incita a la exploraciÃ³n, se contradice un poco en ese sentido. Por lo demÃ¡s estoy muy contento, es el juego que estaba esperando desde que tenÃ­a 10 aÃ±os y comprÃ© el pokÃ©mon yellow para game boy color. Es una brutalidad pero aÃºn se puede mejorar, y si lo hacen lo comprarÃ­a sin pensÃ¡rmelo 2 veces. Muy recomendado.",08-Feb-22,10,0.666666667,3,3,0
101,"PokÃ©mon Legends: Arceus is easily the next evolution in the series; presenting an experience that blends elements of action-RPGs and open world adventure titles, making for a highly-rewarding game for series newcomers and true believers alike. The graphics and gameplay are among the best the series has to offer, making this a must-own title for PokÃ©mon fans and Switch users everywhere.",30-Jan-22,10,0.825,4,15,8.7
102,"So far I've played 20 hours. Haven't finished the game yet, but dude, this is amazing.I was a bit worried it would get repetitive, but honestly the gameplay is so fun and it feels so rewarding to fill up your PokÃ©dex that it doesn't feel repetitive at all. There's SO MANY side quests!! It feels I could keep going and going forever and always have something to do. The new battle mechanics are incredible, the most fun PokÃ©mon battles have ever been, what a shame there aren't more battles tbh. The game is also quite hard, found my PokÃ©mon fainting a lot. But not hard to the point where it's unplayable or annoying, it's just the right amount of balance between easy and difficult. You can comfortable play it, let's put it that way. Seeing the PokÃ©mon in their natural habitat is so refreshing, feels like a playable version of PokÃ©mon Snap.The gameplay is fun, the story is original, the characters have charisma, the customization options are great (more unlock whilst you progress in the game), the crafting is cool, and, even though the graphical aspect isn't the best admittedly... it honestly does NOT take away from the gameplay at all. It is just that fun. At no point did I feel like the graphics were worsening my experience. And since the artstyle is beautiful, you don't even feel like the game is ugly. But yeah, considering it was never a bother, I don't even want to lower the score because of it. So far, it's the only flaw I have found.If you're a PokÃ©mon fan, you will love this. If you're not, you will probably like it too.",30-Jan-22,10,0.853658537,3,3,0
103,"Independiente de las criticas que he leÃ­do por temas de grafico o de mucho texto (Si eso les molesta es porque este tipo de juegos no es para ustedes asÃ­ de simple, no sirven para juegos tipo RPG donde hay que leer...), para mi el juego cumple con su funciÃ³n totalmente, es entretenido, un nuevo mundo en lo que es PokÃ©mon y cumple totalmente mis expectativas, espero seriamente que GF siga por este camino y nos de este tipo de experiencias a futuro.",09-Feb-22,10,0.5,5,5,8
104,Best game of pokemon in a long time.The change the formula a little an it works nicely.A lot of story and new mechanics makes this game perfect.I hope that it will be a new line of Legends games in other regions.,04-Feb-22,10,0.833333333,2,31,9
105,"All I can say,this game is a breath of fresh air!",30-Jan-22,10,0.833333333,3,3,0
106,Absolutely revolutionary for the pokemon franchise. I Loved every bit of the game. This is certainly a step in the right direction. Good job gamefreak!,29-Jan-22,10,0.810344828,2,2,0
107,"Much better than the last remake , and for me is more appealing than sword and shield , I have played all the Pokemon games from red to the last remake and this feels like a breath of fresh air , of course graphics are not great but I know that a have Nintendo switch with half of TFLOPs of a regular PS4 at least it runs o. 1080 p docked.",30-Jan-22,10,0.842105263,2,2,0
